time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
100,2023-01-19 11:40:47,46.6531738165191,14.2879939127949,0.0,0.0,1473.7754953235,1473.7754953235,0.0,0.0,0.0,0.0,20,5,0,1473.7754953235,0.0,0.0,0.0,0.0,0.0,0.0,47.6,4.6,0.1,0,0,-98,-100,-99,100,-98,-100,-99,100,47.6,0,0,99,4.255,4.237,4.241,4.253,0,0,0,52.7,1473.7754953235,0.0,41,Motors_Started,Fluggerät befindet sich in einer Warnzone (Flughafen). Bitte vorsichtig fliegen.
300,2023-01-19 11:40:47,46.6531739632642,14.2879939073073,0.0,0.0,1473.7754953235,1473.7754953235,0.0,0.0,0.053557416412,0.053557416412,20,5,0,1473.7754953235,0.0,0.0,0.053557416412,0.0,0.0,0.0,47.6,4.6,0.1,0,0,0,0,-16,48,0,0,-16,48,47.6,0,0,99,4.255,4.237,4.241,4.253,0,0,0,52.7,1473.7754953235,0.0,41,Motors_Started,Setting new Return-To-Home altitude to 70m (230 ft). Data Recorder File Index is 33. Setting new Maximum Flight Altitude to 170m (558 ft)
500,2023-01-19 11:40:48,46.6531739422108,14.2879938987247,0.0,0.0,1473.7754953235,1473.7754953235,0.0,0.0,0.045993767876,0.06153379462,20,5,0,1473.7754953235,0.0,0.0,0.053557416412,0.0,0.0,0.0,47.6,4.6,0.1,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.255,4.237,4.241,4.253,0,0,0,52.7,1473.7754953235,0.0,41,Motors_Started,
700,2023-01-19 11:40:48,46.6531739248683,14.2879937197884,0.0,0.0,1473.7754953235,1473.7754953235,0.0,0.0,0.0624425873,0.106790685832,20,5,0,1473.7754953235,0.0,0.0,0.0624425873,0.0,0.0,0.0,47.7,4.6,0.1,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.255,4.237,4.241,4.253,0,0,0,52.7,1473.7754953235,0.0,41,Motors_Started,
900,2023-01-19 11:40:48,46.6531740742398,14.2879937219194,0.0,0.0,1473.7754953235,1473.7754953235,0.0,0.0,0.10548261492400002,0.161291343744,20,5,17.053,1473.7754953235,0.0,0.0,0.10548261492400002,0.0,0.0,0.0,47.7,4.6,0.1,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.255,4.237,4.241,4.253,0,0,2.367,52.7,1473.7754953235,0.0,41,Motors_Started,
1100,2023-01-19 11:40:48,46.6531740485638,14.2879937258881,0.0,0.0,1473.7754953235,1473.7754953235,0.0,0.0,0.096739832492,0.17071194772,20,5,17.053,1473.7754953235,0.0,0.0,0.10548261492400002,0.0,0.0,0.0,47.6,4.6,0.1,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.255,4.237,4.241,4.253,0,0,2.367,52.7,1473.7754953235,0.0,41,Motors_Started,
1300,2023-01-19 11:40:48,46.6531740238754,14.2879937342202,0.0,0.0,1473.7754953235,1473.7754953235,0.0,0.0,0.087883532996,0.179958011008,20,5,17.053,1473.7754953235,0.0,0.0,0.10548261492400002,0.0,0.0,0.0,47.6,4.6,0.1,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.255,4.237,4.241,4.253,0,0,2.367,52.7,1473.7754953235,0.0,41,Motors_Started,
1500,2023-01-19 11:40:49,46.653174002547,14.2879937431184,0.0,0.0,1473.7754953235,1473.7754953235,0.0,0.0,0.0800771023,0.188052499456,20,5,17.053,1473.7754953235,0.0,0.0,0.10548261492400002,0.0,0.0,0.0,47.7,4.6,0.1,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.255,4.237,4.241,4.253,0,0,2.367,52.7,1473.7754953235,0.0,41,Motors_Started,
1700,2023-01-19 11:40:49,46.6531739883834,14.2879937489585,0.0,0.0,1473.7754953235,1473.7754953235,0.0,0.0,0.07493602602,0.193422906452,20,5,17.053,1473.7754953235,0.0,0.0,0.10548261492400002,0.0,0.0,0.0,47.7,4.6,0.1,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.255,4.237,4.241,4.253,0,0,2.367,52.7,1473.7754953235,0.0,10,Assisted_Takeoff,
1900,2023-01-19 11:40:49,46.6531739760305,14.2879937547273,0.0,0.0,1473.7754953235,1473.7754953235,0.0,0.0,0.070384844772,0.198155846236,20,5,17.073,1473.7754953235,0.0,0.0,0.10548261492400002,0.0,0.0,0.0,47.7,4.6,0.1,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.297,4.281,4.285,4.3,0,0,3.907,52.7,1473.7754953235,0.0,10,Assisted_Takeoff,
2100,2023-01-19 11:40:49,46.6531739637239,14.2879937573645,0.0,0.0,1473.7754953235,1473.7754953235,0.0,0.0,0.0663303827,0.202694232208,20,5,17.073,1473.7754953235,0.0,0.0,0.10548261492400002,0.0,0.0,0.0,47.6,4.6,0.1,0,0,0,0,27,0,0,0,27,0,47.6,0,0,99,4.297,4.281,4.285,4.3,0,0,3.907,52.7,1473.7754953235,0.0,10,Assisted_Takeoff,
2300,2023-01-19 11:40:49,46.6531739528181,14.2879937591039,0.0,0.0,1473.7754953235,1473.7754953235,0.0,0.0,0.062884188364,0.20669685700799997,20,5,17.073,1473.7754953235,0.0,0.0,0.10548261492400002,0.0,0.0,0.0,47.6,4.6,0.1,0,0,0,0,43,0,0,0,43,0,47.6,0,0,99,4.297,4.281,4.285,4.3,0,0,3.907,52.7,1473.7754953235,0.0,10,Assisted_Takeoff,
2500,2023-01-19 11:40:50,46.6531739454318,14.2879937629003,0.0,0.0,1473.7754953235,1473.7754953235,0.0,0.0,0.06017782344799999,0.209554796732,20,5,17.073,1473.7754953235,0.0,0.0,0.10548261492400002,0.0,0.0,0.0,47.6,4.5,0.1,0,0,0,0,40,0,0,0,40,0,47.6,0,0,99,4.297,4.281,4.285,4.3,0,0,3.907,52.7,1473.7754953235,0.0,10,Assisted_Takeoff,
2700,2023-01-19 11:40:50,46.6531739305692,14.2879937546938,0.0,0.0,1473.7754953235,1473.7754953235,0.0,0.0,0.05743865013200001,0.21535368143199998,20,5,17.073,1473.7754953235,0.0,0.0,0.10548261492400002,0.0,0.0,0.0,47.6,4.5,0,0,0,0,0,46,0,0,0,46,0,47.6,0,0,99,4.297,4.281,4.285,4.3,0,0,3.907,52.7,1473.7754953235,0.0,10,Assisted_Takeoff,
2900,2023-01-19 11:40:50,46.6531737388652,14.2879935455081,0.0,0.0,1473.7754953235,1473.7754953235,0.0,0.0,0.09624672224,0.302740823336,20,5,17.186,1473.7754953235,0.0,0.0,0.10548261492400002,0.0,0.0,0.0,47.6,0.8,0,0,0,0,0,65,0,0,0,65,0,47.6,0,0,99,4.252,4.228,4.229,4.237,0,0,2.053,52.7,1473.7754953235,0.0,10,Assisted_Takeoff,
3100,2023-01-19 11:40:50,46.6531737776563,14.2879935055105,0.0,0.0,1473.7754953235,1473.7754953235,0.0,0.0,0.102979990172,0.320080062736,20,5,17.186,1473.7754953235,0.0,0.0,0.10548261492400002,0.0,0.0,-0.447388,47.2,-2.7,-0.5,0,0,0,0,70,0,0,0,70,0,47.6,0,0,99,4.252,4.228,4.229,4.237,0,0,2.053,52.7,1473.7754953235,0.0,6,P-GPS,
3300,2023-01-19 11:40:50,46.6531739635075,14.2879934330185,0.328084,0.36089239999997,1473.7426869235,1474.1035793235,0.328084,0.0,0.131578744368,0.39027560304,20,5,17.186,1474.1035793235,0.328084,0.0,0.131578744368,0.0,0.0,-1.565858,47.2,1.4,0.2,0,0,0,0,61,0,0,0,61,0,47.6,0,0,99,4.252,4.228,4.229,4.237,0,0,2.053,52.7,1474.1035793235,0.328084,6,P-GPS,|Startpunkt aufgezeichnet. Höhe des Rückflugs: 70,0 m|
3500,2023-01-19 11:40:51,46.6531742043325,14.2879934378982,0.984252,1.0170604,1473.7426869235,1474.7597473235,0.984252,0.0,0.184838260508,0.4781496216,20,5,17.186,1474.7597473235,0.984252,0.0,0.184838260508,0.0,0.0,-2.684328,47.4,1.5,0.8,0,0,0,0,73,0,0,0,73,0,47.6,0,0,99,4.252,4.228,4.229,4.237,0,0,2.053,52.7,1474.7597473235,0.984252,6,P-GPS,
3700,2023-01-19 11:40:51,46.653174270345,14.287993270533,2.296588,2.3293964,1473.7426869235,1476.0720833235,2.296588,0.0,0.23084121473599997,0.52648951816,20,5,17.186,1476.0720833235,2.296588,0.0,0.23084121473599997,0.0,0.0,-4.250186,47.4,-0.5,1.2,0,0,0,0,87,0,0,0,87,0,47.6,0,0,99,4.252,4.228,4.229,4.237,0,0,2.053,52.7,1476.0720833235,2.296588,6,P-GPS,
3900,2023-01-19 11:40:51,46.6531744682869,14.2879931786737,3.608924,3.6417324,1473.7426869235,1477.3844193235,3.608924,0.0,0.30058071828,0.60228676468,20,5,16.582,1477.3844193235,3.608924,0.0,0.30058071828,0.0,0.0,-5.816044,47.3,-0.1,2.2,0,0,0,0,94,0,0,0,94,0,47.6,0,0,99,4.115,4.09,4.074,4.076,0,0,6.713,52.7,1477.3844193235,3.608924,6,P-GPS,
4100,2023-01-19 11:40:51,46.6531746908549,14.2879929307403,5.905512,5.9711287999999,1473.7098785235,1479.6810073235,5.905512,0.0,0.40280185016,0.70450789656,19,5,16.582,1479.6810073235,5.905512,0.0,0.40280185016,0.0,0.0,-7.605596,47.4,0.7,1.9,0,0,0,0,99,0,0,0,99,0,47.6,0,0,99,4.115,4.09,4.074,4.076,0,0,6.713,52.7,1479.6810073235,5.905512,6,P-GPS,
4300,2023-01-19 11:40:51,46.65317467943,14.2879924189273,9.186352,9.2519687999999,1473.7098785235,1482.9618473235,8.530184,0.0,0.48896327024,0.83275265132,20,5,16.582,1482.9618473235,9.186352,0.0,0.48896327024,0.0,0.0,-9.618842,47.4,0.4,1.3,0,0,0,0,92,0,0,0,92,0,47.6,0,0,99,4.115,4.09,4.074,4.076,0,0,6.713,52.7,1482.9618473235,9.186352,6,P-GPS,
4500,2023-01-19 11:40:52,46.6531749894761,14.2879922905801,13.779528000000003,13.8451448,1473.7098785235,1487.5550233235,11.811024,0.0,0.59007875904,0.95035108028,20,5,16.582,1487.5550233235,13.779528000000003,0.0,0.59007875904,0.0,0.0,-11.632088,47.4,0.4,0.8,0,0,0,0,67,0,0,0,67,0,47.6,0,0,99,4.115,4.09,4.074,4.076,0,0,6.713,52.7,1487.5550233235,13.779528000000003,6,P-GPS,
4700,2023-01-19 11:40:52,46.6531750616564,14.2879924038537,18.372704,18.4383208,1473.7098785235,1492.1481993235,15.419948,0.0,0.59091537324,0.9890584306000001,20,5,16.582,1492.1481993235,18.372704,0.0,0.59091537324,0.0,0.0,-12.303170000000001,47.6,0.1,1,0,0,0,0,54,0,0,0,54,0,47.6,0,0,99,4.115,4.09,4.074,4.076,0,0,6.713,52.7,1492.1481993235,18.372704,6,P-GPS,
4900,2023-01-19 11:40:52,46.653174394789,14.2879928078914,21.981628,22.0144364,1473.7426869235,1495.7571233235,18.700788,0.0,0.3479658904,1.25256565688,19,5,16.09,1495.7571233235,21.981628,0.0,0.59091537324,0.0,0.0,-11.1847,47.8,0,1,0,0,1,0,52,0,1,0,52,0,47.6,0,0,99,4.135,4.111,4.132,4.15,0,0,13.533,52.7,1495.7571233235,21.981628,6,P-GPS,
5100,2023-01-19 11:40:52,46.6531739610498,14.2879929961831,24.934384,24.9671924,1473.7426869235,1498.7098793235,21.653544,0.0,0.235532815936,1.41769361492,19,5,16.09,1498.7098793235,24.934384,0.0,0.59091537324,0.0,0.0,-9.171454,47.9,0.3,0.7,0,0,12,0,50,0,12,0,50,0,47.6,0,0,99,4.135,4.111,4.132,4.15,0,0,13.533,52.7,1498.7098793235,24.934384,6,P-GPS,
5300,2023-01-19 11:40:52,46.6531743811233,14.2879929575692,26.902888000000004,26.9356964,1473.7426869235,1500.6783833235,23.950132,0.0,0.315693579656,1.5712598928,20,5,16.09,1500.6783833235,26.902888000000004,0.0,0.59091537324,0.0,0.0,-6.934514,47.9,0.3,0.6,0,0,40,0,45,0,40,0,45,0,47.6,0,0,99,4.135,4.111,4.132,4.15,0,0,13.533,52.7,1500.6783833235,26.902888000000004,6,P-GPS,
5500,2023-01-19 11:40:53,46.6531745946522,14.2879928871871,28.543308000000003,28.608924799999997,1473.7098785235,1502.3188033235,25.590552,0.0,0.38284778128,1.65113522344,20,5,16.09,1502.3188033235,28.543308000000003,0.0,0.59091537324,0.0,0.0,-4.47388,47.9,-0.1,0.5,0,0,62,0,41,0,62,0,41,0,47.6,0,0,99,4.135,4.111,4.132,4.15,0,0,13.533,52.7,1502.3188033235,28.543308000000003,6,P-GPS,
5700,2023-01-19 11:40:53,46.6531746288147,14.2879931797502,29.52756,29.593176799999995,1473.7098785235,1503.3030553235,26.574804,0.0,0.34861877756,1.72545609196,20,5,16.09,1503.3030553235,29.52756,0.0,0.59091537324,0.0,0.0,-2.908022,47.8,-3.1,0.4,0,0,66,0,41,0,66,0,41,0,47.6,0,0,99,4.135,4.111,4.132,4.15,0,0,13.533,52.7,1503.3030553235,29.52756,6,P-GPS,
5900,2023-01-19 11:40:53,46.6531746070155,14.2879936671825,29.855644,29.9212608,1473.7098785235,1503.6311393235,27.230972,0.31317159999999994,0.294898631484,1.8477854922,20,5,16.872,1503.6311393235,29.855644,0.31317159999999994,0.59091537324,0.223694,0.223694,-2.013246,47.7,-10.2,0.1,0,0,67,0,40,0,67,0,40,0,47.6,0,0,99,4.206,4.183,4.188,4.191,0,0,6.835,52.88,1503.6311393235,29.855644,6,P-GPS,
6100,2023-01-19 11:40:53,46.6531753060874,14.287994559677,30.183728,30.2165364,1473.7426869235,1503.9592233235,28.215224,1.2750558,0.56709975568,2.18692264216,20,5,16.872,1503.9592233235,30.183728,1.2750558,0.59091537324,0.894776,0.894776,-1.789552,47.6,-14.1,0.5,0,0,57,0,48,0,57,0,48,0,47.6,0,0,99,4.206,4.183,4.188,4.191,0,0,6.835,52.88,1503.9592233235,30.183728,6,P-GPS,
6300,2023-01-19 11:40:53,46.6531765600425,14.2879962653146,30.839896,30.971129599999998,1473.6442617235,1504.6153913235,28.543308000000003,2.3711564,1.16148953848,2.81283801652,20,5,16.872,1504.6153913235,30.839896,2.3711564,1.16148953848,1.565858,1.789552,-1.789552,47.6,-14.6,0.9,0,0,0,0,82,0,0,0,82,0,47.6,0,0,99,4.206,4.183,4.188,4.191,0,0,6.835,52.88,1504.6153913235,30.839896,6,P-GPS,
6500,2023-01-19 11:40:54,46.6531781511868,14.2879994860315,31.496064,31.6272976,1473.6442617235,1505.2715593235,29.199476,3.6462122,2.10932421448,3.8066274184,20,5,16.872,1505.2715593235,31.496064,3.6462122,2.10932421448,2.460634,2.684328,-2.684328,49.1,-9.5,0.6,0,0,0,0,86,0,0,0,86,0,47.6,0,0,99,4.206,4.183,4.188,4.191,0,0,6.835,52.88,1505.2715593235,31.496064,6,P-GPS,
6700,2023-01-19 11:40:54,46.6531801522812,14.2880037121571,32.8084,33.0052504,1473.5786449235,1506.5838953235,30.183728,4.1159696,3.3713911839999997,5.0923886144,20,5,16.872,1506.5838953235,32.8084,4.1159696,3.3713911839999997,2.684328,3.131716,-4.921268,50.5,8.7,0.8,0,0,0,0,88,0,0,0,88,0,47.6,0,0,99,4.206,4.183,4.188,4.191,0,0,6.835,52.88,1506.5838953235,32.8084,6,P-GPS,
6900,2023-01-19 11:40:54,46.6531817461529,14.2880067003641,34.44882,34.7112872,1473.5130281235,1508.2243153235,33.136484,2.0579848,4.315780978,6.0401248652,20,5,16.872,1508.2243153235,34.44882,4.1159696,4.315780978,1.342164,1.565858,-7.158208,49.3,18.6,0.7,0,0,0,0,82,0,0,0,82,0,47.6,0,0,99,4.206,4.183,4.188,4.191,0,0,6.835,52.88,1508.2243153235,34.44882,6,P-GPS,
7100,2023-01-19 11:40:54,46.653181871254,14.288007364342,37.073492,37.3359592,1473.5130281235,1510.8489873235,35.761156,0.31317159999999994,4.4704397756,6.2125658156,20,5,16.578,1510.8489873235,37.073492,4.1159696,4.4704397756,0.223694,0.223694,-9.171454,49.3,5.1,0.8,0,0,0,0,78,0,0,0,78,0,47.6,0,0,99,4.036,4.009,4.019,4.017,0,0,7.357,52.88,1510.8489873235,37.073492,6,P-GPS,
7300,2023-01-19 11:40:54,46.6531816400784,14.2880075065243,40.354332,40.5839908,1473.5458365235,1514.1298273235,38.385828,0.223694,4.4426838692,6.3041012516,20,5,16.578,1514.1298273235,40.354332,4.1159696,4.4704397756,0.0,0.223694,-9.171454,50.3,-0.1,1.2,0,0,0,0,66,0,0,0,66,0,47.6,0,0,99,4.036,4.009,4.019,4.017,0,0,7.357,52.88,1514.1298273235,40.354332,6,P-GPS,
7500,2023-01-19 11:40:55,46.6531817759931,14.2880079597648,43.307088,43.5367468,1473.5458365235,1517.0825833235,40.026248,0.223694,4.561679936,6.42798577,20,5,16.578,1517.0825833235,43.307088,4.1159696,4.561679936,0.0,0.223694,-8.276678,51.4,0.2,0.9,0,0,0,0,67,0,0,0,67,0,47.6,0,0,99,4.036,4.009,4.019,4.017,0,0,7.357,52.88,1517.0825833235,43.307088,6,P-GPS,
7700,2023-01-19 11:40:55,46.6531820908012,14.2880083516348,45.275592,45.5052508,1473.5458365235,1519.0510873235,40.026248,0.223694,4.7105316468,6.5790684520000005,20,5,16.578,1519.0510873235,45.275592,4.1159696,4.7105316468,0.0,0.223694,-6.487126,51.6,1.4,0.7,0,0,0,0,61,0,0,0,61,0,47.6,0,0,99,4.036,4.009,4.019,4.017,0,0,7.357,52.88,1519.0510873235,45.275592,6,P-GPS,
7900,2023-01-19 11:40:55,46.6531820649132,14.2880087431015,46.916012,47.1456708,1473.5458365235,1520.6915073235,40.026248,0.223694,4.7802494968,6.6775592688,20,5,16.578,1520.6915073235,46.916012,4.1159696,4.7802494968,0.0,0.223694,-5.59235,51.4,2.7,0.2,0,0,0,0,54,0,0,0,54,0,47.6,0,0,99,4.036,4.009,4.019,4.017,0,0,7.357,52.88,1520.6915073235,46.916012,6,P-GPS,
8100,2023-01-19 11:40:55,46.6531819693177,14.2880087840534,48.556432,48.7860908,1473.5458365235,1522.3319273235,40.026248,0.0,4.766404352,6.713910975999999,20,5,16.36,1522.3319273235,48.556432,4.1159696,4.7802494968,0.0,0.0,-4.921268,51.4,2.3,0.6,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.161,4.128,4.135,4.148,0,0,12.719,53.06,1522.3319273235,48.556432,6,P-GPS,
8300,2023-01-19 11:40:55,46.6531818606874,14.2880087945771,49.540684,49.7703428,1473.5458365235,1523.3161793235,40.026248,0.0,4.7438321728,6.7536419484,20,5,16.36,1523.3161793235,49.540684,4.1159696,4.7802494968,0.0,0.0,-3.802798,51.5,1.2,1.5,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.161,4.128,4.135,4.148,0,0,12.719,53.06,1523.3161793235,49.540684,6,P-GPS,
8500,2023-01-19 11:40:56,46.6531816266116,14.2880086520703,50.524936,50.7545948,1473.5458365235,1524.3004313235,40.026248,0.0,4.6631563172,6.8461944448,20,5,16.36,1524.3004313235,50.524936,4.1159696,4.7802494968,0.0,0.0,-1.565858,51.5,0.4,2.1,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.161,4.128,4.135,4.148,0,0,12.719,53.06,1524.3004313235,50.524936,6,P-GPS,
8700,2023-01-19 11:40:56,46.653181449298,14.28800859612,50.524936,50.7217864,1473.5786449235,1524.3004313235,40.026248,0.0,4.6127298064,6.9123689876,20,5,16.36,1524.3004313235,50.524936,4.1159696,4.7802494968,0.0,0.0,-0.223694,51.3,-0.1,1.6,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.161,4.128,4.135,4.148,0,0,12.719,53.06,1524.3004313235,50.524936,6,P-GPS,
8900,2023-01-19 11:40:56,46.6531811568507,14.2880086929317,50.524936,50.7217864,1473.5786449235,1524.3004313235,40.026248,0.0,4.568733742,7.0217850016,20,5,16.36,1524.3004313235,50.524936,4.1159696,4.7802494968,0.0,0.0,0.0,51.3,-0.3,0.9,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.161,4.128,4.135,4.148,0,0,12.719,53.06,1524.3004313235,50.524936,6,P-GPS,
9100,2023-01-19 11:40:56,46.6531810836765,14.2880088259553,50.524936,50.7217864,1473.5786449235,1524.3004313235,40.026248,0.0,4.5802822988,7.0645015384,20,5,16.789,1524.3004313235,50.524936,4.1159696,4.7802494968,0.0,0.0,0.0,51.3,-0.3,0.8,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.18,4.155,4.161,4.168,0,0,5.782,53.24,1524.3004313235,50.524936,6,P-GPS,
9300,2023-01-19 11:40:56,46.6531810683936,14.2880089200714,50.524936,50.7217864,1473.5786449235,1524.3004313235,40.026248,0.0,4.596292798,7.0887141376,20,5,16.789,1524.3004313235,50.524936,4.1159696,4.7802494968,0.0,0.0,0.0,51.3,-0.2,0.8,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.18,4.155,4.161,4.168,0,0,5.782,53.24,1524.3004313235,50.524936,6,P-GPS,
9500,2023-01-19 11:40:57,46.6531808927499,14.2880087972415,50.524936,50.7217864,1473.5786449235,1524.3004313235,40.026248,0.0,4.5343833472,7.1598099404,20,5,16.789,1524.3004313235,50.524936,4.1159696,4.7802494968,0.0,0.0,0.0,51.2,0.1,1,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.18,4.155,4.161,4.168,0,0,5.782,53.24,1524.3004313235,50.524936,6,P-GPS,
9700,2023-01-19 11:40:57,46.6531808402891,14.2880088094414,50.524936,50.7217864,1473.5786449235,1524.3004313235,40.026248,0.0,4.5260172052,7.179166896399999,20,5,16.789,1524.3004313235,50.524936,4.1159696,4.7802494968,0.0,0.0,0.0,51.3,0.4,0.9,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.18,4.155,4.161,4.168,0,0,5.782,53.24,1524.3004313235,50.524936,6,P-GPS,
9900,2023-01-19 11:40:57,46.6531809061632,14.2880089239597,50.524936,50.7217864,1473.5786449235,1524.3004313235,40.026248,0.0,4.5632875476,7.216601280800001,20,5,16.789,1524.3004313235,50.524936,4.1159696,4.7802494968,0.0,0.0,0.0,51.3,0.5,1.1,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.18,4.155,4.161,4.168,0,0,5.782,53.24,1524.3004313235,50.524936,6,P-GPS,
10100,2023-01-19 11:40:57,46.6531807603041,14.2880089981205,50.524936,50.7217864,1473.5786449235,1524.3004313235,40.026248,0.0,4.5487534264,7.272966112000001,20,5,16.588,1524.3004313235,50.524936,4.1159696,4.7802494968,0.0,0.0,0.0,51.3,0.6,1.3,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.155,4.135,4.146,4.155,0,0,7.071,53.24,1524.3004313235,50.524936,6,P-GPS,
10300,2023-01-19 11:40:57,46.6531807591552,14.2880090666755,50.524936,50.7217864,1473.5786449235,1524.3004313235,40.026248,0.0,4.5627626132,7.2901249052,20,5,16.588,1524.3004313235,50.524936,4.1159696,4.7802494968,0.0,0.0,0.0,51.3,0.4,1.2,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.155,4.135,4.146,4.155,0,0,7.071,53.24,1524.3004313235,50.524936,6,P-GPS,RTK-Signal schwach. Zum Starten in einen offenen Bereich gehen oder RTK ausschalten
10500,2023-01-19 11:40:58,46.6531807559005,14.2880091491845,50.524936,50.7217864,1473.5786449235,1524.3004313235,40.026248,0.0,4.5793308552,7.310827005599999,20,5,16.588,1524.3004313235,50.524936,4.1159696,4.7802494968,0.0,0.0,0.0,51.4,0.4,1.2,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.155,4.135,4.146,4.155,0,0,7.071,53.24,1524.3004313235,50.524936,6,P-GPS,
10700,2023-01-19 11:40:58,46.6531805955932,14.2880092544428,50.524936,50.7217864,1473.5786449235,1524.3004313235,40.026248,0.0,4.56938991,7.375000236,20,5,16.588,1524.3004313235,50.524936,4.1159696,4.7802494968,0.0,0.0,0.0,51.4,0.4,1,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.155,4.135,4.146,4.155,0,0,7.071,53.24,1524.3004313235,50.524936,6,P-GPS,
10900,2023-01-19 11:40:58,46.6531802982615,14.2880092012209,50.524936,50.688978,1473.6114533235,1524.3004313235,40.026248,0.0,4.5002626112,7.4842850164,20,5,16.588,1524.3004313235,50.524936,4.1159696,4.7802494968,0.0,0.0,0.0,51.3,0.3,0.9,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.155,4.135,4.146,4.155,0,0,7.071,53.24,1524.3004313235,50.524936,6,P-GPS,
11100,2023-01-19 11:40:58,46.6531801966026,14.288009309702,50.524936,50.688978,1473.6114533235,1524.3004313235,40.026248,0.0,4.504101194,7.5302495848,20,5,16.585,1524.3004313235,50.524936,4.1159696,4.7802494968,0.0,0.0,0.0,51.3,0.4,1,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.155,4.134,4.146,4.155,0,0,7.38,53.42,1524.3004313235,50.524936,6,P-GPS,
11300,2023-01-19 11:40:58,46.6531801073798,14.2880095693939,50.524936,50.688978,1473.6114533235,1524.3004313235,40.026248,0.0,4.5433728488,7.602985807599999,20,5,16.585,1524.3004313235,50.524936,4.1159696,4.7802494968,0.0,0.0,0.0,51.4,0.3,0.8,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.155,4.134,4.146,4.155,0,0,7.38,53.42,1524.3004313235,50.524936,6,P-GPS,
11500,2023-01-19 11:40:59,46.6531798561537,14.2880096541634,50.524936,50.688978,1473.6114533235,1524.3004313235,40.026248,0.0,4.5162731104,7.697080298800001,20,5,16.585,1524.3004313235,50.524936,4.1159696,4.7802494968,0.0,0.0,0.0,51.3,0.2,0.9,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.155,4.134,4.146,4.155,0,0,7.38,53.42,1524.3004313235,50.524936,6,P-GPS,
11700,2023-01-19 11:40:59,46.6531797873152,14.2880097476719,50.524936,50.688978,1473.6114533235,1524.3004313235,40.026248,0.0,4.524606444,7.7313978852,20,5,16.585,1524.3004313235,50.524936,4.1159696,4.7802494968,0.0,0.0,0.0,51.3,0.2,0.9,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.155,4.134,4.146,4.155,0,0,7.38,53.42,1524.3004313235,50.524936,6,P-GPS,
11900,2023-01-19 11:40:59,46.653179548249,14.2880096920725,50.524936,50.688978,1473.6114533235,1524.3004313235,40.026248,0.0,4.4709319016,7.8197509064,20,5,16.585,1524.3004313235,50.524936,4.1159696,4.7802494968,0.0,0.0,0.0,51.3,0.2,0.9,0,0,0,0,0,0,0,0,0,0,47.6,0,0,99,4.155,4.134,4.146,4.155,0,0,7.38,53.42,1524.3004313235,50.524936,6,P-GPS,
